学号	姓名	性别	专业	班级	高等数学	大学物理	程序设计	数据结构	线性代数	离散数学
2024400844	李梅	男	网络工程	网络工程1班	60.4	82	70.2	72.9	84.5	76.7
2024400845	李军	女	网络工程	网络工程1班	86.2	92.9	83.4	76	75.8	81.2
2024400846	李桂荣	女	网络工程	网络工程1班	73.6	96.2	75.4	71.6	68.2	62.9
2024400847	彭淑华	男	网络工程	网络工程1班	80.8	86.5	63.5	91.5	84.6	71.4
2024400848	张秀珍	男	网络工程	网络工程1班	82.2	66.8	68.9	74.1	76.9	70.5
2024400849	徐红霞	女	网络工程	网络工程1班	65.1	77.2	68.6	72.5	72.3	68.6
2024400850	李霞	女	网络工程	网络工程1班	68.4	85.6	74.2	95.2	87.7	78.7
2024400851	张淑英	女	网络工程	网络工程2班	80.6	94.3	62.8	98.7	93.4	83.2
2024400852	吴冬梅	女	网络工程	网络工程2班	81.1	76.8	74.6	70.4	90.5	76.7
2024400853	牛玉	男	网络工程	网络工程2班	85.3	84.2	68.3	88	83	66.3
2024400854	徐辉	男	网络工程	网络工程2班	87.1	68.1	71.5	69.1	72.4	72.6
2024400855	叶晨	女	网络工程	网络工程2班	70.3	95.2	89.9	78.6	77.1	69.4
2024400856	赖俊	男	网络工程	网络工程2班	82.9	83.7	86.1	86.8	86.1	87.4
2024400857	赵玉英	女	网络工程	网络工程2班	66.8	82.4	82.2	80.7	87.2	78.5
2024400858	赵勇	男	网络工程	网络工程2班	70.4	77.7	79.7	80.7	80.1	75.5
2024400859	谈杨	女	网络工程	网络工程2班	92.5	82.5	82.5	74.4	73.9	75.3
2024400860	支红霞	男	网络工程	网络工程2班	81.3	66.8	88.3	62.4	63	66.5
2024400861	赵海燕	男	网络工程	网络工程2班	76.7	73.6	75.4	71.2	92.4	88.5
2024400862	张鹏	女	网络工程	网络工程2班	81.3	61.8	85.7	63.3	66.4	78.5
2024400863	萧桂兰	女	网络工程	网络工程2班	97	80.3	86.7	84	82	74.8
2024400864	余欣	女	网络工程	网络工程2班	81	86.6	69.3	75.3	66.9	70.1
2024400865	王磊	女	网络工程	网络工程2班	65.3	73.3	63.3	85.4	85.8	70
2024400866	魏秀华	男	网络工程	网络工程2班	69.6	80.3	66.9	64.6	61.2	63.5
2024400867	张燕	女	网络工程	网络工程2班	98.9	79.1	90.2	70.8	60.3	62.5
2024400868	黄亮	女	网络工程	网络工程2班	76.9	84.9	76	76.4	67.2	79
2024400869	苏英	女	网络工程	网络工程2班	79.6	73.3	66	68.5	66.7	69.2
2024400870	庄娟	女	网络工程	网络工程2班	73.1	73.9	69.5	74.7	81.1	74.7
2024400871	袁洋	男	网络工程	网络工程2班	76.4	64.9	73.2	76.4	78.4	84.4
2024400872	郭瑜	女	网络工程	网络工程2班	61.9	72.3	75.7	74	67.2	78.1
2024400873	戴丹丹	女	网络工程	网络工程2班	71.8	85.4	98.6	75.3	72	89.7
2024400874	饶强	女	网络工程	网络工程2班	74.3	92.2	90.5	91.4	74.8	76.8
2024400875	李浩	女	网络工程	网络工程2班	89.8	82.9	81.5	74.6	72.5	76.9
2024400876	孟淑华	女	网络工程	网络工程2班	77.4	88.7	71.4	78	92.6	61.1
2024400877	王洋	女	网络工程	网络工程2班	86.8	69.2	89	65.4	78.8	86.2
2024400878	冯英	男	网络工程	网络工程2班	84.2	64.4	64.4	75.7	72.4	84.5
2024400879	郭成	男	网络工程	网络工程2班	82	80.5	65.8	72.2	76.4	75.9
2024400880	陈涛	女	网络工程	网络工程2班	81.4	78.5	67.5	74.5	86.2	66.1
2024400881	李莉	女	网络工程	网络工程2班	79.5	73.4	76.6	70.8	80	72.4
2024400882	刘俊	女	网络工程	网络工程2班	82.4	74.5	76.5	72	69.6	80.9
2024400883	张兰英	女	网络工程	网络工程2班	81	77.9	60.6	69	70.6	75.6
2024400884	吕娜	男	网络工程	网络工程2班	73.5	88.1	67.6	72.6	93.1	78.5
2024400885	王刚	男	网络工程	网络工程2班	81.6	73.8	75.2	69	73.7	69.9
2024400886	赵萍	男	网络工程	网络工程2班	63	91	76.6	77.6	80.5	68
2024400887	郑杨	男	网络工程	网络工程2班	81.8	66.4	78.3	73.9	67.5	80.4
2024400888	杨华	女	网络工程	网络工程2班	78.8	70.1	63.3	84.8	86.3	76
2024400889	姚鑫	女	网络工程	网络工程2班	75.1	69.1	83.3	76.7	81	87.2
2024400890	孙秀梅	男	网络工程	网络工程2班	76.5	85.1	73.8	76.1	65.4	84.1
2024400891	彭平	男	网络工程	网络工程2班	69.7	87.8	79.4	70	82.5	72.9
2024400892	赵洋	女	网络工程	网络工程2班	78.3	71.7	71.7	73.3	85	69.1
2024400893	刘林	男	网络工程	网络工程2班	80.3	82.1	75.6	79.4	82.1	97.8
2024400894	杨红	男	网络工程	网络工程2班	73.9	87.3	78.2	84.8	70.8	66.1
2024400895	顾强	女	网络工程	网络工程2班	61.7	76.3	81.2	84.8	66.8	83.6
2024400896	黄志强	男	网络工程	网络工程2班	62.1	79.2	79.9	63.2	66.7	79
2024400897	邹阳	男	网络工程	网络工程2班	61.5	76.3	69.4	69.3	76.3	66.5
2024400898	管雪梅	女	网络工程	网络工程2班	71.2	85.7	82.7	73.9	74.7	71.9
2024400899	王浩	女	网络工程	网络工程2班	97.8	85.6	72.6	78.8	78.3	74.5
2024400900	张玲	男	网络工程	网络工程2班	84	83.5	80.5	83.7	80.5	65.9
2024400901	雷利	女	信息安全	信息安全1班	90.9	73.2	79.1	65.8	83.1	67.7
2024400902	张帅	女	信息安全	信息安全1班	86.2	82.8	97.8	67.6	68.3	87
2024400903	张斌	男	信息安全	信息安全1班	89.7	73.2	68.7	74.7	80.5	73.8
2024400904	朱佳	女	信息安全	信息安全1班	92.8	82.2	80.7	80.7	75.7	78.7
2024400905	李倩	女	信息安全	信息安全1班	65.2	63.1	71.4	71.3	80.5	82.7
2024400906	鞠英	女	信息安全	信息安全1班	88.3	66.9	92.1	68.4	62	76.5
2024400907	薛淑珍	男	信息安全	信息安全1班	65.6	63	77	68.5	66.4	62.2
2024400908	陈帅	男	信息安全	信息安全1班	90.7	90.1	74.1	82.3	68.8	76.3
2024400909	彭宁	女	信息安全	信息安全1班	63	65.4	68.3	80.6	72.7	76.5
2024400910	陈燕	女	信息安全	信息安全1班	68	97.2	82.9	68.6	79.8	83.1
2024400911	邱雪	男	信息安全	信息安全1班	65.2	74.8	71.1	75.8	75	65.1
2024400912	王桂芳	男	信息安全	信息安全1班	64.6	66.5	80.3	75.5	63.6	89.3
2024400913	赵志强	男	信息安全	信息安全1班	76.6	73.4	75.9	72.8	82.2	65.7
2024400914	程健	男	信息安全	信息安全1班	73.5	75.5	69.3	68.5	87.7	75.3
2024400915	杨冬梅	女	信息安全	信息安全1班	88.3	69.8	62.5	86.7	76.9	75.2
2024400916	江婷婷	男	信息安全	信息安全1班	67.2	84.1	84.3	75.6	70	75.2
2024400917	陈桂芝	男	信息安全	信息安全1班	65.2	96.1	73.5	78.8	61.5	85.4
2024400918	余丹丹	男	信息安全	信息安全1班	81.9	83.7	71.8	80.3	78.5	75.8
2024400919	刘浩	女	信息安全	信息安全1班	87.1	75.9	69.4	79	89.6	85.1
2024400920	谈瑞	男	信息安全	信息安全1班	91.2	81.9	76.5	80.7	77.5	79.6
2024400921	袁文	女	信息安全	信息安全1班	79	72.6	86.8	68.1	90.8	86.4
2024400922	陈超	男	信息安全	信息安全1班	65.9	64.4	79.1	77.5	91.2	81.1
2024400923	邱静	男	信息安全	信息安全1班	77.9	74.8	62.7	68.5	82	81.8
2024400924	杨楠	男	信息安全	信息安全1班	65.2	67.2	83.2	61.6	78.3	77.7
2024400925	刘建华	男	信息安全	信息安全1班	63	69.6	62.7	75.9	66.5	69.3
2024400926	李利	女	信息安全	信息安全1班	68.7	96.2	71.7	74.5	80.4	82.8
2024400927	杨凤兰	男	信息安全	信息安全1班	82	71.5	74.7	82.4	81.6	77.5
2024400928	黄倩	男	信息安全	信息安全1班	78.2	83	90.8	71	67.2	85
2024400929	霍刚	男	信息安全	信息安全1班	77.6	72.3	66.8	69.7	87.1	80.6
2024400930	孙涛	女	信息安全	信息安全1班	72.8	73.8	71.9	72.6	87.8	66.7
2024400931	刘丽华	女	信息安全	信息安全1班	81.1	76.8	61.5	88.1	81.9	65.3
2024400932	汪洁	女	信息安全	信息安全1班	77.7	70.6	80.1	72.5	83.7	90.6
2024400933	邸婷	男	信息安全	信息安全1班	77.4	63.4	80.4	63.1	73.3	61.2
2024400934	韩华	女	信息安全	信息安全1班	75.6	69.2	78	63.7	86.9	81.7
2024400935	黄海燕	女	信息安全	信息安全1班	87.7	68.6	89.7	81.6	85.1	77.4
2024400936	韩冬梅	男	信息安全	信息安全1班	66.1	91.9	87.1	73.6	83	71.7
2024400937	王建	女	信息安全	信息安全1班	77.2	81.7	94.8	64.2	65	84
2024400938	李健	男	信息安全	信息安全1班	81.9	85.9	80	72.6	62.5	71
2024400939	马丽	男	信息安全	信息安全1班	70	75.1	64.9	93.2	72.2	62.8
2024400940	王欢	男	信息安全	信息安全1班	86.4	77.7	65.5	68.4	74.4	68
2024400941	钟杰	女	信息安全	信息安全1班	79.1	71.1	74.2	81.7	86.6	76.6
2024400942	任萍	女	信息安全	信息安全1班	97.2	64	83.7	70.2	61.1	71.1
2024400943	陈艳	男	信息安全	信息安全1班	74.4	65.3	65	63.4	66.4	88.2
2024400944	傅畅	女	信息安全	信息安全1班	81.9	77.2	79.5	74.4	61.7	66.6
2024400945	孙梅	女	信息安全	信息安全1班	79.2	67.6	69.8	87	81.2	71.2
2024400946	易成	男	信息安全	信息安全1班	65.4	65.9	66.8	75.1	62.9	61.4
2024400947	王颖	女	信息安全	信息安全1班	96.9	95.5	66.2	79.3	86.4	78.8
2024400948	钟峰	男	信息安全	信息安全1班	63.7	71	71.7	80.8	77.9	73.7
2024400949	王亮	男	信息安全	信息安全1班	81.2	65.6	86.7	77.5	63.9	72.2
2024400950	赵莹	女	信息安全	信息安全1班	70.1	82.6	71	96.2	82.2	71
2024400951	张秀荣	女	信息安全	信息安全2班	62.9	95.7	72.3	83.8	85.4	94.7
2024400952	康丽娟	女	信息安全	信息安全2班	80.8	86.9	73.2	74.5	73.8	83
2024400953	韦兰英	男	信息安全	信息安全2班	73	63.9	77.6	79.4	67.4	85.2
2024400954	李淑珍	男	信息安全	信息安全2班	90.6	80	83.1	82.3	85.7	64.9
2024400955	张荣	女	信息安全	信息安全2班	75.5	78.3	66.9	75	87	75.8
2024400956	史涛	女	信息安全	信息安全2班	75.7	76.6	78.5	87.7	76.7	74
2024400957	刘玉珍	女	信息安全	信息安全2班	70.2	64.4	66.9	80.7	83.6	67.3
2024400958	崔玉华	男	信息安全	信息安全2班	84.2	67.6	62.8	64.6	82.3	68.4
2024400959	郁桂芳	男	信息安全	信息安全2班	88.4	77.9	99.9	66.4	95.8	85.1
2024400960	陈兰英	男	信息安全	信息安全2班	74.8	78.3	70.6	63.6	76.8	71.2
2024400961	胡英	男	信息安全	信息安全2班	83.1	69.9	70.8	71.8	89.7	76.4
2024400962	袁欣	男	信息安全	信息安全2班	63.2	78.7	71.6	82.8	75.2	78.8
2024400963	杜龙	男	信息安全	信息安全2班	87.4	79.5	62.7	81.4	79.7	81
2024400964	杨颖	女	信息安全	信息安全2班	92.7	67.6	81.7	81.4	82.4	75.6
2024400965	谢燕	女	信息安全	信息安全2班	80.9	92.9	68.1	96.4	62.4	73.4
2024400966	吴燕	女	信息安全	信息安全2班	64.7	81.9	89.5	76.2	75.3	63.1
2024400967	涂璐	男	信息安全	信息安全2班	60.1	80.1	73.3	88.9	85.4	84.9
2024400968	侯秀荣	男	信息安全	信息安全2班	77.8	74.8	80.3	76.6	78.7	67.2
2024400969	车帆	男	信息安全	信息安全2班	90.3	73	79.5	74.8	65.6	85.3
2024400970	包璐	男	信息安全	信息安全2班	65.7	74.7	78.1	81	86.5	74.2
2024400971	余霞	女	信息安全	信息安全2班	74.4	84.9	60.4	65.4	79.1	85.3
2024400972	黄莉	女	信息安全	信息安全2班	69.1	64.7	87.3	75.9	85.2	67.6
2024400973	李亮	女	信息安全	信息安全2班	84.1	63	72.1	84	77.7	77.9
2024400974	胥勇	男	信息安全	信息安全2班	77.4	70.9	75.6	69.9	86.8	75.9
2024400975	梁玉珍	男	信息安全	信息安全2班	85.2	95	81.9	72.9	60.6	84.8
2024400976	唐婷	女	信息安全	信息安全2班	63.8	71.8	82.4	91.5	79.6	64.6
2024400977	莫荣	女	信息安全	信息安全2班	88.2	73	71	89.9	69.3	65.7
2024400978	严峰	女	信息安全	信息安全2班	67.6	73.4	86.2	71.6	92.7	74.3
2024400979	黄辉	男	信息安全	信息安全2班	98	65.9	72.1	72	77	68
2024400980	姜雪	女	信息安全	信息安全2班	80.2	67.3	71.9	82	73.5	81.4
2024400981	郭涛	男	信息安全	信息安全2班	77	80.8	71.7	100	74.2	62.4
2024400982	李秀芳	男	信息安全	信息安全2班	99.1	62.7	69.2	91.5	72.3	67.2
2024400983	孙坤	女	信息安全	信息安全2班	72	73.7	63	92	70.6	82.4
2024400984	曾金凤	男	信息安全	信息安全2班	62.7	81.5	83.1	85.4	90.2	88.3
2024400985	李兰英	男	信息安全	信息安全2班	89.7	69	75.1	86.6	77.4	76.3
2024400986	梁鹏	女	信息安全	信息安全2班	72.5	78.2	63.2	73.9	75.5	76.2
2024400987	宋瑜	男	信息安全	信息安全2班	69.7	80.8	70.3	73.6	71.2	84.2
2024400988	张桂香	女	信息安全	信息安全2班	65.7	67.7	83.5	81.7	95.1	76.1
2024400989	陈桂香	男	信息安全	信息安全2班	73.3	77.3	66.7	81.4	70.2	70.6
2024400990	汤岩	女	信息安全	信息安全2班	71.9	74.5	62.4	77	75.1	68.9
2024400991	孟杰	男	信息安全	信息安全2班	73.7	69.4	71.4	67.7	82.9	69.3
2024400992	张宇	女	信息安全	信息安全2班	71.1	64.1	76.6	88.7	69.1	68.5
2024400993	卢旭	男	信息安全	信息安全2班	88	82.1	86	74.1	69.9	71.6
2024400994	任洁	女	信息安全	信息安全2班	66.2	68.6	69.1	63.4	77.6	63.7
2024400995	沙淑英	女	信息安全	信息安全2班	75.2	84.1	78.5	67.2	88.4	72.6
2024400996	屈刚	女	信息安全	信息安全2班	81.2	73.5	62.7	75.8	71.1	79.1
2024400997	左建平	女	信息安全	信息安全2班	74.6	75.5	64.6	80.2	60.4	66.8
2024400998	高慧	男	信息安全	信息安全2班	77.8	79.1	78.3	78.2	76.9	60.4
2024400999	杨佳	女	信息安全	信息安全2班	87.8	65.9	69.4	64.7	77.4	67.4
2024401000	董超	女	信息安全	信息安全2班	68.7	82.2	78.9	68.6	64	90.1
111	哈哈	女	信息安全	信息安全2班	100	100	100	100	100	100
999	哈哈	女	信息安全	信息安全2班	99	99	99	99	99	99
222	规划	女	信息安全	信息安全2班	0	0	0	0	0	0
33	33	女	信息安全	信息安全2班	0	0	0	0	0	0
